Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ABSLFC,FC
ENSG00000196126,12752.74518,-1.830912231,0.202170329,-9.056285562,1.35E-19,2.46E-18,1.830912231,-3.557619534
ENSG00000196154,3028.857089,-1.56753414,0.338406624,-4.632102419,3.62E-06,1.56E-05,1.56753414,-2.963976769
ENSG00000196189,1128.231898,1.454092569,0.279835736,5.196236153,2.03E-07,1.07E-06,1.454092569,2.739841753
ENSG00000196218,64.0536913,-1.381545995,0.179051013,-7.7159351,1.20E-14,1.43E-13,1.381545995,-2.605474248
ENSG00000196352,1581.204104,2.189157783,0.293010461,7.471261521,7.94E-14,8.77E-13,2.189157783,4.56039182
ENSG00000196372,145.6460204,-1.935846806,0.304912993,-6.348849835,2.17E-10,1.62E-09,1.935846806,-3.826026342
ENSG00000196396,2924.355867,1.890100105,0.147092484,12.84973949,8.63E-38,5.16E-36,1.890100105,3.706609432
ENSG00000196405,370.1938281,-1.549439393,0.429242511,-3.609706295,0.000306544,0.000938518,1.549439393,-2.927033775
ENSG00000196418,87.52357317,-1.231804285,0.174898704,-7.042958312,1.88E-12,1.77E-11,1.231804285,-2.34860531
ENSG00000196449,807.8796021,2.081978937,0.296280678,7.027049315,2.11E-12,1.97E-11,2.081978937,4.233875766
ENSG00000196502,118.8603257,-1.267350908,0.364983986,-3.472346613,0.00051593,0.001504181,1.267350908,-2.407191484
ENSG00000196547,294.6771485,-1.706506048,0.211759653,-8.058693087,7.71E-16,1.03E-14,1.706506048,-3.263694564
ENSG00000196549,133.6969796,1.548347563,0.454020295,3.410304741,0.000648903,0.001852078,1.548347563,2.924819437
ENSG00000196562,213.8058628,-2.495682953,0.256475763,-9.730677552,2.23E-22,5.01E-21,2.495682953,-5.63995227
ENSG00000196586,9.148251525,-1.693273221,0.634672487,-2.667948044,0.007631606,0.016852312,1.693273221,-3.233895861
ENSG00000196611,2260.309904,11.01833909,1.05741572,10.42006363,2.01E-25,5.56E-24,11.01833909,2074.199704
ENSG00000196636,23.15641136,-2.006412748,0.325141604,-6.17088901,6.79E-10,4.77E-09,2.006412748,-4.017819488
ENSG00000196639,164.7720631,1.618434969,0.495205708,3.268207417,0.00108231,0.002942768,1.618434969,3.070417776
ENSG00000196664,355.7201907,-5.392190426,0.287300036,-18.76849893,1.37E-78,3.82E-76,5.392190426,-41.99630302
ENSG00000196700,16.05908611,-1.268890712,0.34850482,-3.640955993,0.000271628,0.000839525,1.268890712,-2.409762077
ENSG00000196781,79.12770833,2.031133504,0.166354455,12.20967306,2.76E-34,1.37E-32,2.031133504,4.087258541
ENSG00000196782,32.09754927,-2.842305206,0.322792443,-8.80536476,1.30E-18,2.17E-17,2.842305206,-7.171650616
ENSG00000196792,526.6360875,1.473935906,0.142856676,10.31758503,5.87E-25,1.59E-23,1.473935906,2.777786862
ENSG00000196839,5682.745103,3.097610707,0.358014184,8.652201073,5.05E-18,8.00E-17,3.097610707,8.559999467
ENSG00000196872,24.79249308,-2.786375122,0.389091821,-7.161227687,8.00E-13,7.90E-12,2.786375122,-6.898941952
ENSG00000196878,273.7970959,4.109685713,0.28100574,14.6249173,1.95E-48,1.92E-46,4.109685713,17.26389048
ENSG00000196923,421.3584875,1.091099779,0.167087996,6.530090753,6.57E-11,5.19E-10,1.091099779,2.130363741
ENSG00000196932,18.0391623,2.830396438,0.452612737,6.253461749,4.01E-10,2.90E-09,2.830396438,7.112695679
ENSG00000196935,78.47910367,-1.096169025,0.324488775,-3.378141586,0.000729775,0.002062579,1.096169025,-2.137862438
ENSG00000196950,148.553121,-2.246878988,0.158070545,-14.21440655,7.46E-46,6.74E-44,2.246878988,-4.746549038
ENSG00000196954,2016.417601,1.631367268,0.142147045,11.47661757,1.73E-30,6.71E-29,1.631367268,3.098064688
ENSG00000196975,1697.011343,-1.430272121,0.185894954,-7.693980345,1.43E-14,1.70E-13,1.430272121,-2.694975432
ENSG00000197046,203.151999,1.128976381,0.385233552,2.930628377,0.003382772,0.008236731,1.128976381,2.187035109
ENSG00000197063,1878.706837,1.568670202,0.160338416,9.783495679,1.33E-22,3.05E-21,1.568670202,2.966311695
ENSG00000197093,60.73388534,-4.751690519,0.514664642,-9.232595612,2.64E-20,5.09E-19,4.751690519,-26.94023479
ENSG00000197122,4863.068485,1.914456992,0.129116079,14.82740966,9.74E-50,1.01E-47,1.914456992,3.769719012
ENSG00000197142,3884.020763,2.347841851,0.183539771,12.79200602,1.82E-37,1.06E-35,2.347841851,5.090621673
ENSG00000197147,232.4545088,1.394664722,0.301013434,4.633230821,3.60E-06,1.55E-05,1.394664722,2.629274414
ENSG00000197180,61.08864151,-1.053400897,0.236813297,-4.448233744,8.66E-06,3.53E-05,1.053400897,-2.075416511
ENSG00000197208,76.08472658,1.58269566,0.252471598,6.268806761,3.64E-10,2.65E-09,1.58269566,2.995289939
ENSG00000197217,700.9120253,1.262245259,0.091250254,13.83278627,1.62E-43,1.30E-41,1.262245259,2.39868757
ENSG00000197226,1187.755461,-1.183236493,0.140972961,-8.393357719,4.72E-17,6.92E-16,1.183236493,-2.270856423
ENSG00000197249,5678.718906,3.154441674,0.246880068,12.77722299,2.20E-37,1.27E-35,3.154441674,8.90392644
ENSG00000197256,75.86474664,-1.138561135,0.377935175,-3.012583138,0.002590345,0.0064764,1.138561135,-2.201613368
ENSG00000197321,511.4752409,1.627961323,0.255643539,6.368090998,1.91E-10,1.44E-09,1.627961323,3.090759337
ENSG00000197324,2923.427624,1.466299243,0.067938624,21.58270461,2.61E-103,1.21E-100,1.466299243,2.763121963
ENSG00000197329,3015.745732,1.341954104,0.235532744,5.697526739,1.22E-08,7.45E-08,1.341954104,2.5349444
ENSG00000197355,407.889809,-1.352200919,0.187116786,-7.22650783,4.96E-13,5.00E-12,1.352200919,-2.553013062
ENSG00000197375,46.07172993,-1.559885202,0.236612753,-6.592566063,4.32E-11,3.50E-10,1.559885202,-2.948303824
ENSG00000197429,39.24608197,1.041046135,0.242419825,4.294393566,1.75E-05,6.77E-05,1.041046135,2.057719217
ENSG00000197442,1193.159568,1.951805652,0.219579221,8.888844954,6.17E-19,1.06E-17,1.951805652,3.86858414
ENSG00000197448,474.5017295,-1.824685383,0.24538405,-7.436039078,1.04E-13,1.13E-12,1.824685383,-3.542297502
ENSG00000197461,125.64423,2.140413373,0.529462643,4.042614527,5.29E-05,0.000188628,2.140413373,4.408883554
ENSG00000197506,123.6688474,2.676940515,0.443888373,6.030661486,1.63E-09,1.10E-08,2.676940515,6.394982961
ENSG00000197582,22.87864185,-1.491631616,0.366821526,-4.066368822,4.78E-05,0.000171728,1.491631616,-2.812068262
ENSG00000197603,24.9762769,-1.592884687,0.381546299,-4.174813624,2.98E-05,0.000111244,1.592884687,-3.016519036
ENSG00000197614,71.8123377,-1.709040668,0.518248034,-3.297727256,0.000974708,0.002681115,1.709040668,-3.269433475
ENSG00000197632,51738.2107,6.729239163,0.36775802,18.29800794,8.58E-75,2.20E-72,6.729239163,106.0969346
ENSG00000197635,52.30026517,1.515032332,0.549061573,2.759312261,0.005792316,0.013232977,1.515032332,2.85805233
ENSG00000197646,142.5753928,2.330732844,0.528413457,4.410812811,1.03E-05,4.14E-05,2.330732844,5.03060824
ENSG00000197744,8.931409178,-1.230519894,0.46647118,-2.637933378,0.008341297,0.01820222,1.230519894,-2.346515344
ENSG00000197746,119401.8762,-1.047946236,0.252079641,-4.15720298,3.22E-05,0.000119359,1.047946236,-2.067584419
ENSG00000197763,13.35762885,-2.415740094,0.545332045,-4.42985171,9.43E-06,3.83E-05,2.415740094,-5.335931306
ENSG00000197766,297.4043963,-3.38993388,0.248164606,-13.66002163,1.76E-42,1.35E-40,3.38993388,-10.48266679
ENSG00000197780,481.3622763,1.024462048,0.167220935,6.126398287,8.99E-10,6.24E-09,1.024462048,2.034200731
ENSG00000197860,1967.97967,1.924615668,0.275967206,6.974073822,3.08E-12,2.83E-11,1.924615668,3.796357005
ENSG00000197959,10.19967678,-1.28954974,0.441718639,-2.919391727,0.003507152,0.008500002,1.28954974,-2.444517511
ENSG00000197965,1655.251469,1.449267411,0.299262121,4.842802706,1.28E-06,5.95E-06,1.449267411,2.730693537
ENSG00000197982,795.0864756,1.936433218,0.200376144,9.663990814,4.29E-22,9.43E-21,1.936433218,3.82758182
ENSG00000197989,32.97550865,-1.583267918,0.421072402,-3.760084751,0.000169856,0.000546757,1.583267918,-2.996478283
ENSG00000198018,418.2460384,1.411241573,0.226761468,6.223462866,4.86E-10,3.47E-09,1.411241573,2.659659527
ENSG00000198081,157.2635056,-1.016196509,0.208236513,-4.880011169,1.06E-06,5.01E-06,1.016196509,-2.022579638
ENSG00000198121,591.4841707,1.800255359,0.28892079,6.230965105,4.64E-10,3.32E-09,1.800255359,3.482818661
ENSG00000198223,3604.260905,1.152886379,0.132907665,8.674340766,4.16E-18,6.64E-17,1.152886379,2.223583187
ENSG00000198246,474.8348933,-2.011801744,0.189177211,-10.63448253,2.06E-26,6.03E-25,2.011801744,-4.032855585
ENSG00000198286,21.63564127,-1.202052607,0.401590013,-2.993233317,0.002760386,0.006851683,1.202052607,-2.300667677
ENSG00000198298,14.62848001,-1.02016654,0.360670829,-2.828525229,0.004676302,0.010985974,1.02016654,-2.028153069
ENSG00000198355,3470.913866,1.923396472,0.227055496,8.471041247,2.43E-17,3.68E-16,1.923396472,3.793150125
ENSG00000198363,1821.520214,1.157428133,0.230969674,5.011169283,5.41E-07,2.66E-06,1.157428133,2.230594289
ENSG00000198369,233.5706433,1.624458121,0.157949058,10.2846965,8.26E-25,2.19E-23,1.624458121,3.083263354
ENSG00000198417,211.7118167,3.999873933,0.327515962,12.2127603,2.66E-34,1.33E-32,3.999873933,15.99860194
ENSG00000198420,30.35520409,-1.88926087,0.328686507,-5.747911245,9.04E-09,5.63E-08,1.88926087,-3.704453874
ENSG00000198464,89.17160198,-1.447743148,0.317830387,-4.555080969,5.24E-06,2.20E-05,1.447743148,-2.727809978
ENSG00000198468,9.108556823,-1.022498209,0.409782853,-2.495219606,0.01258792,0.026153958,1.022498209,-2.0314336
ENSG00000198502,3034.787326,-1.872658757,0.202498584,-9.247762251,2.29E-20,4.45E-19,1.872658757,-3.662068449
ENSG00000198513,17.46182139,1.309489836,0.314191231,4.167811532,3.08E-05,0.000114432,1.309489836,2.478538788
ENSG00000198574,86.22861354,-1.180482793,0.4666674,-2.529602009,0.011419197,0.023995534,1.180482793,-2.266526129
ENSG00000198585,180.2239098,-1.223802614,0.208161538,-5.879100566,4.13E-09,2.69E-08,1.223802614,-2.335615214
ENSG00000198604,2183.981384,1.025243434,0.18541335,5.529501708,3.21E-08,1.87E-07,1.025243434,2.035302783
ENSG00000198643,14.32098373,-3.372768029,0.508812019,-6.628711402,3.39E-11,2.78E-10,3.372768029,-10.35867828
ENSG00000198648,64.69954543,-1.515595877,0.218231751,-6.944891697,3.79E-12,3.45E-11,1.515595877,-2.85916896
ENSG00000198719,116.041871,4.204642427,0.593483997,7.084677008,1.39E-12,1.34E-11,4.204642427,18.43841101
ENSG00000198721,128.2002741,-1.045564612,0.184791036,-5.658091616,1.53E-08,9.29E-08,1.045564612,-2.064174035
ENSG00000198729,14.68523283,-1.211777462,0.344472435,-3.517777729,0.000435177,0.001290613,1.211777462,-2.316228303
ENSG00000198734,9.177570411,1.726442168,0.510783389,3.379988865,0.000724888,0.002050694,1.726442168,3.309107519
ENSG00000198740,181.5739936,-1.226314413,0.234301606,-5.233913811,1.66E-07,8.83E-07,1.226314413,-2.339685171
ENSG00000198743,1315.269949,1.246463649,0.225825382,5.519590577,3.40E-08,1.97E-07,1.246463649,2.372591372
ENSG00000198795,12.07949705,-1.193941753,0.397662657,-3.002398474,0.002678613,0.006674886,1.193941753,-2.287769579
ENSG00000198805,941.026605,1.755010002,0.373914028,4.693619043,2.68E-06,1.18E-05,1.755010002,3.375286585
ENSG00000198814,2735.270814,1.582747398,0.196164523,8.068469134,7.12E-16,9.59E-15,1.582747398,2.995397357
ENSG00000198816,35.6156907,-1.403368775,0.292265687,-4.801688458,1.57E-06,7.17E-06,1.403368775,-2.645185274
ENSG00000198826,29.06985319,-1.212841811,0.249981193,-4.851732236,1.22E-06,5.71E-06,1.212841811,-2.317937732
ENSG00000198829,334.7058954,1.545986728,0.356988498,4.330634563,1.49E-05,5.81E-05,1.545986728,2.920037158
ENSG00000198839,294.5598474,1.005881459,0.132571661,7.587454586,3.26E-14,3.76E-13,1.005881459,2.008170076
ENSG00000198853,307.0806564,1.303152429,0.216300047,6.024744078,1.69E-09,1.14E-08,1.303152429,2.467675049
ENSG00000198855,389.7602744,1.591050355,0.184705714,8.61397473,7.06E-18,1.11E-16,1.591050355,3.012686084
ENSG00000198879,286.0254065,-1.081956328,0.317416218,-3.408635943,0.000652885,0.001861794,1.081956328,-2.116904708
ENSG00000198894,205.7670943,-1.301565561,0.180120022,-7.226101487,4.97E-13,5.01E-12,1.301565561,-2.464962265
ENSG00000198915,7.984332983,-1.344099319,0.492069218,-2.731524892,0.006304198,0.014213401,1.344099319,-2.538716538
ENSG00000198931,391.3909354,-1.030658072,0.132132499,-7.800185997,6.18E-15,7.54E-14,1.030658072,-2.042955914
ENSG00000198959,493.8397303,2.52716494,0.497630986,5.078391442,3.81E-07,1.92E-06,2.52716494,5.764377985
ENSG00000203364,10.55870414,4.107724569,0.874201585,4.698829927,2.62E-06,1.15E-05,4.107724569,17.24043857
ENSG00000203446,268.8323309,-1.033618472,0.305764706,-3.380437479,0.000723705,0.002047831,1.033618472,-2.04715235
ENSG00000203747,1649.549592,-2.918806063,0.442034157,-6.603123355,4.03E-11,3.27E-10,2.918806063,-7.562200305
ENSG00000203879,1452.92465,1.062094357,0.16230317,6.543891646,5.99E-11,4.78E-10,1.062094357,2.087960409
ENSG00000203880,209.9660753,-1.207611815,0.17174742,-7.031324332,2.05E-12,1.91E-11,1.207611815,-2.309550057
ENSG00000203999,11.14670329,1.121712401,0.427029583,2.626779141,0.008619726,0.018741787,1.121712401,2.176051047
ENSG00000204044,73.40313411,3.240996813,0.375148899,8.63922783,5.66E-18,8.96E-17,3.240996813,9.454471488
ENSG00000204054,604.761269,-1.07682425,0.111803102,-9.631434501,5.89E-22,1.29E-20,1.07682425,-2.109387651
ENSG00000204131,454.6013185,-3.73922479,0.399300017,-9.364449367,7.64E-21,1.55E-19,3.73922479,-13.35422909
ENSG00000204136,105.9217204,-5.559746325,0.421887324,-13.17827298,1.17E-39,7.91E-38,5.559746325,-47.16832042
ENSG00000204161,162.9559936,1.393614321,0.406021865,3.432362738,0.000598347,0.0017227,1.393614321,2.627360783
ENSG00000204178,317.7291552,1.102896057,0.172991439,6.375437193,1.82E-10,1.37E-09,1.102896057,2.147854189
ENSG00000204186,10.25333704,1.193678457,0.409028526,2.918325696,0.003519166,0.008525682,1.193678457,2.287352092
ENSG00000204228,21.43307662,-1.613194073,0.368586152,-4.376708302,1.20E-05,4.80E-05,1.613194073,-3.059284067
ENSG00000204257,3015.700971,-2.76786154,0.200691817,-13.79160135,2.86E-43,2.25E-41,2.76786154,-6.810975961
ENSG00000204267,291.0408127,1.144821189,0.228687266,5.006055679,5.56E-07,2.73E-06,1.144821189,2.211187229
ENSG00000204282,13.37702601,-2.307479651,0.526282643,-4.384487462,1.16E-05,4.64E-05,2.307479651,-4.950175421
ENSG00000204287,38306.58148,-1.762564697,0.247075032,-7.133722435,9.77E-13,9.58E-12,1.762564697,-3.393007684
ENSG00000204366,10.07362209,-2.558957259,0.45664729,-5.60379382,2.10E-08,1.25E-07,2.558957259,-5.892816161
ENSG00000204371,121.017034,-1.922963293,0.24780566,-7.759965166,8.50E-15,1.03E-13,1.922963293,-3.792011378
ENSG00000204394,293.7339271,-1.095973416,0.176988178,-6.192353794,5.93E-10,4.19E-09,1.095973416,-2.137572594
ENSG00000204520,189.9773232,1.408303584,0.225583056,6.242949315,4.29E-10,3.10E-09,1.408303584,2.654248752
ENSG00000204580,153.0453818,3.238566306,0.338133531,9.577773307,9.92E-22,2.13E-20,3.238566306,9.438556963
ENSG00000204634,331.5849887,-1.668504207,0.176687997,-9.443223295,3.61E-21,7.47E-20,1.668504207,-3.178848381
ENSG00000204852,20.59816074,-1.381461168,0.322263041,-4.286750243,1.81E-05,7.00E-05,1.381461168,-2.605321055
ENSG00000204856,10.64762026,-1.49840523,0.402971897,-3.718386423,0.000200499,0.000638328,1.49840523,-2.82530228
ENSG00000204899,316.5911002,1.003174605,0.13791783,7.273712228,3.50E-13,3.59E-12,1.003174605,2.004405783
ENSG00000205057,21.94750703,3.662490603,0.974695584,3.757573812,0.000171569,0.000552124,3.662490603,12.6625021
ENSG00000205189,519.4706102,1.405118995,0.287124646,4.893759603,9.89E-07,4.69E-06,1.405118995,2.648396254
ENSG00000205213,15.58771894,-2.905349357,0.522122817,-5.56449414,2.63E-08,1.55E-07,2.905349357,-7.491991987
ENSG00000205268,1313.573653,1.215233082,0.143258812,8.482780684,2.20E-17,3.34E-16,1.215233082,2.321782905
ENSG00000205358,51.8561161,4.330430258,0.560257144,7.729361966,1.08E-14,1.30E-13,4.330430258,20.118213
ENSG00000205364,47.31458058,5.694736407,0.663941057,8.57717164,9.72E-18,1.51E-16,5.694736407,51.79483761
ENSG00000205464,18.44926153,2.390081026,0.66001358,3.621260378,0.000293171,0.000900326,2.390081026,5.241868008
ENSG00000205485,9.257475571,1.949960679,0.509197672,3.829476813,0.000128416,0.000426022,1.949960679,3.863640009
ENSG00000205593,9.094120609,-1.592537386,0.438795262,-3.629340436,0.000284146,0.000875293,1.592537386,-3.015792956
ENSG00000205755,69.8515864,1.952153611,0.585980247,3.331432449,0.000864003,0.002406879,1.952153611,3.869517303
ENSG00000205846,80.6463466,3.449332856,0.542811265,6.354571251,2.09E-10,1.56E-09,3.449332856,10.92326965
ENSG00000205856,48.53200155,4.019971963,0.527411948,7.62207223,2.50E-14,2.92E-13,4.019971963,16.2230364
ENSG00000205927,115.9914691,2.564199983,0.425435632,6.027233704,1.67E-09,1.12E-08,2.564199983,5.914269489
ENSG00000206172,36.23738573,-3.3220196,0.725725095,-4.577517882,4.71E-06,1.99E-05,3.3220196,-10.00063429
ENSG00000206190,190.5847719,-2.380804084,0.4451957,-5.347769717,8.90E-08,4.94E-07,2.380804084,-5.208269434
ENSG00000206561,14.563239,-3.502334965,0.502476098,-6.970152371,3.17E-12,2.90E-11,3.502334965,-11.33203428
ENSG00000211689,293.3850954,4.033338486,0.777791524,5.185629259,2.15E-07,1.13E-06,4.033338486,16.37404076
ENSG00000211692,9.942805642,3.800232331,1.062574364,3.57643894,0.000348307,0.001055266,3.800232331,13.93105228
ENSG00000211697,77.81156128,1.455597603,0.246628267,5.901990144,3.59E-09,2.36E-08,1.455597603,2.742701476
ENSG00000212719,19.67406794,-1.225501133,0.346809033,-3.533648255,0.000409866,0.001221662,1.225501133,-2.338366608
ENSG00000212747,13.92099997,-2.059175958,0.518360856,-3.972475801,7.11E-05,0.000247799,2.059175958,-4.16748197
ENSG00000213190,11.91261474,1.367021929,0.476610703,2.86821492,0.00412795,0.009814695,1.367021929,2.579375708
ENSG00000213203,36.51012286,-1.730090784,0.322184754,-5.369871666,7.88E-08,4.41E-07,1.730090784,-3.317486936
ENSG00000213341,1115.049228,1.055185943,0.117914895,8.948707849,3.60E-19,6.29E-18,1.055185943,2.077986013
ENSG00000213453,28.62527428,1.440316265,0.254836537,5.651922148,1.59E-08,9.61E-08,1.440316265,2.713803505
ENSG00000213614,1554.480606,-1.112062366,0.219764895,-5.060236614,4.19E-07,2.10E-06,1.112062366,-2.161544243
ENSG00000213694,62.77573538,2.447519895,0.540511591,4.528154319,5.95E-06,2.47E-05,2.447519895,5.454775778
ENSG00000213699,1152.178323,-1.136942017,0.179288283,-6.3414184,2.28E-10,1.70E-09,1.136942017,-2.199143912
ENSG00000213722,170.0061772,-1.988777532,0.166874972,-11.91776996,9.56E-33,4.23E-31,1.988777532,-3.969005417
ENSG00000213876,23.83519098,-3.808007503,0.660844747,-5.762333011,8.30E-09,5.20E-08,3.808007503,-14.00633412
ENSG00000213918,17.98801531,-1.212279094,0.437211143,-2.772754339,0.005558406,0.012756755,1.212279094,-2.317033807
ENSG00000213930,15.066578,-2.245906063,0.370460275,-6.06247475,1.34E-09,9.13E-09,2.245906063,-4.743349137
ENSG00000213949,200.167111,5.368531717,0.341486288,15.72107549,1.08E-55,1.50E-53,5.368531717,41.31322323
ENSG00000213963,11.57637684,-1.234893774,0.438794485,-2.814287362,0.004888551,0.011404406,1.234893774,-2.353640169
ENSG00000213965,141.1916193,-1.320329579,0.264132428,-4.99874093,5.77E-07,2.83E-06,1.320329579,-2.497231518
ENSG00000214063,356.9884518,-2.411718536,0.399510522,-6.0366834,1.57E-09,1.07E-08,2.411718536,-5.321077942
ENSG00000214174,61.83267334,-1.286120902,0.361825349,-3.554535101,0.000378648,0.001137552,1.286120902,-2.438714551
ENSG00000214269,53.6083206,-3.29249571,0.375014802,-8.779642008,1.64E-18,2.71E-17,3.29249571,-9.79805717
ENSG00000214274,11.88215478,-2.229740834,0.457931105,-4.869162215,1.12E-06,5.25E-06,2.229740834,-4.690497119
ENSG00000214401,18.86961687,-1.293728102,0.355379013,-3.640417854,0.000272196,0.000841066,1.293728102,-2.451607634
ENSG00000214425,10.65182423,-1.785759163,0.484662537,-3.68454136,0.000229115,0.000718283,1.785759163,-3.44799854
ENSG00000214765,11.30211691,-1.055100125,0.412456211,-2.55809004,0.010524884,0.022350742,1.055100125,-2.077862408
ENSG00000214900,45.63865438,1.807448076,0.363955267,4.966126993,6.83E-07,3.32E-06,1.807448076,3.500226
ENSG00000215068,11.73008556,-1.899778712,0.482691589,-3.935802393,8.29E-05,0.000284748,1.899778712,-3.731559555
ENSG00000215414,10.3324858,2.066281022,0.521497095,3.962210032,7.43E-05,0.000257583,2.066281022,4.188056838
ENSG00000215440,9.750460624,-1.168293135,0.412911576,-2.829402717,0.004663498,0.010960176,1.168293135,-2.247456411
ENSG00000215533,76.97152873,2.452068127,0.373505255,6.565016398,5.20E-11,4.17E-10,2.452068127,5.471999607
ENSG00000215861,707.9124983,2.087834954,0.19533788,10.68832609,1.15E-26,3.45E-25,2.087834954,4.25109634
ENSG00000215883,15.87514493,-1.263604682,0.322745805,-3.915169965,9.03E-05,0.000307772,1.263604682,-2.400948873
ENSG00000217801,205.5310567,3.694259915,0.430628205,8.578769043,9.59E-18,1.49E-16,3.694259915,12.94443342
ENSG00000218565,37.97142163,4.623278015,0.68790139,6.720844126,1.81E-11,1.53E-10,4.623278015,24.64593852
ENSG00000219626,11.82833765,-1.317451933,0.386220254,-3.411141486,0.000646915,0.001847495,1.317451933,-2.492255423
ENSG00000219665,34.53166414,-1.918937982,0.256025824,-7.495095436,6.63E-14,7.38E-13,1.918937982,-3.781445908
ENSG00000221926,111.5007321,1.706813205,0.272593074,6.261396073,3.82E-10,2.77E-09,1.706813205,3.264389496
ENSG00000221949,35.21747572,1.745609151,0.416111066,4.195055825,2.73E-05,0.000102331,1.745609151,3.353364134
ENSG00000221955,228.7222881,1.217770541,0.180005981,6.765167118,1.33E-11,1.14E-10,1.217770541,2.325870126
ENSG00000221968,151.7292385,1.149646561,0.177132401,6.490323375,8.57E-11,6.69E-10,1.149646561,2.218595354
ENSG00000223478,12.9606295,-1.362683046,0.463527755,-2.939808957,0.003284147,0.008017691,1.362683046,-2.571629928
ENSG00000223865,4066.074824,-2.475891257,0.184634356,-13.40969961,5.31E-41,3.91E-39,2.475891257,-5.563108552
ENSG00000223949,13.62243803,3.446383314,0.88414701,3.897975421,9.70E-05,0.000328969,3.446383314,10.9009602
ENSG00000224078,13.88279709,-1.169840171,0.399381947,-2.929126314,0.003399163,0.008269943,1.169840171,-2.249867704
ENSG00000224080,18.40283116,1.230932835,0.386683124,3.1833115,0.001456009,0.003854273,1.230932835,2.34718708
ENSG00000224137,29.72378766,-1.506200883,0.512709918,-2.937725272,0.003306299,0.008065223,1.506200883,-2.84061022
ENSG00000224307,23.271345,-5.019734935,0.538011674,-9.330159877,1.06E-20,2.12E-19,5.019734935,-32.44074251
ENSG00000225131,10.52812975,1.35090872,0.523828634,2.57891347,0.009911161,0.021193389,1.35090872,2.550727392
ENSG00000225434,13.72246049,-2.047300926,0.437256423,-4.682151751,2.84E-06,1.24E-05,2.047300926,-4.133319612
ENSG00000225541,12.72421085,7.514581615,0.98056166,7.66354827,1.81E-14,2.14E-13,7.514581615,182.8582129
ENSG00000225648,94.54338961,1.06595614,0.169856145,6.275640703,3.48E-10,2.54E-09,1.06595614,2.093556916
ENSG00000225968,14.79989117,-2.270763493,0.479750211,-4.733220415,2.21E-06,9.86E-06,2.270763493,-4.825784501
ENSG00000226012,13.47563335,3.879437431,0.832238695,4.661448039,3.14E-06,1.36E-05,3.879437431,14.7172624
ENSG00000226091,11.24962951,1.891108745,0.581249494,3.253523254,0.001139834,0.003088003,1.891108745,3.709201761
ENSG00000226124,18.81706999,-2.673814126,0.392504803,-6.812181938,9.61E-12,8.38E-11,2.673814126,-6.381139734
ENSG00000226137,143.7561909,-1.200900959,0.235628839,-5.096578852,3.46E-07,1.76E-06,1.200900959,-2.298831876
ENSG00000226212,36.21787787,2.343472734,0.41006175,5.714926433,1.10E-08,6.75E-08,2.343472734,5.075228345
ENSG00000226281,6.529830752,-4.636737717,0.983170452,-4.716107679,2.40E-06,1.06E-05,4.636737717,-24.87695009
ENSG00000226380,71.35262725,2.063378824,0.35931189,5.742584313,9.32E-09,5.80E-08,2.063378824,4.179640401
ENSG00000226564,87.72726151,1.030919579,0.205282456,5.021956583,5.11E-07,2.53E-06,1.030919579,2.043326261
ENSG00000226742,15.52670267,-2.118688485,0.370064455,-5.725187753,1.03E-08,6.37E-08,2.118688485,-4.34298956
ENSG00000226791,10.59192659,-3.084621237,0.62327109,-4.949084411,7.46E-07,3.60E-06,3.084621237,-8.483274451
ENSG00000226816,39.46727339,-1.157737312,0.31824291,-3.637904498,0.000274865,0.000848442,1.157737312,-2.231072371
ENSG00000227039,16.54906016,1.623262831,0.437773816,3.707994341,0.000208907,0.000662182,1.623262831,3.080709892
ENSG00000227191,83.08738641,3.88737981,0.655502455,5.93038177,3.02E-09,2.00E-08,3.88737981,14.79850786
ENSG00000227507,61.80329182,1.473765418,0.409690425,3.597265954,0.00032158,0.000981303,1.473765418,2.777458621
ENSG00000227825,16.98627767,2.205615205,0.509026086,4.333010167,1.47E-05,5.75E-05,2.205615205,4.612711956
ENSG00000228022,8.144223219,2.153869537,0.632757417,3.403941981,0.000664209,0.00189015,2.153869537,4.450198031
ENSG00000228192,17.18445305,1.172128199,0.328650368,3.56648984,0.000361795,0.001092653,1.172128199,2.253438691
ENSG00000228232,10.63121804,1.644011633,0.395495168,4.156843791,3.23E-05,0.00011951,1.644011633,3.125336721
ENSG00000228526,39.40106972,-1.592164074,0.429890033,-3.703654312,0.000212516,0.000671673,1.592164074,-3.015012689
ENSG00000228594,42.81570768,-1.758390439,0.27502254,-6.393623015,1.62E-10,1.23E-09,1.758390439,-3.383204628
ENSG00000228668,58.28509254,1.350238334,0.354965962,3.803852983,0.000142463,0.000466573,1.350238334,2.549542405
ENSG00000228817,11.63909945,1.388470545,0.471866453,2.942507432,0.00325566,0.00795713,1.388470545,2.618009885
ENSG00000228863,16.02633367,2.416301155,0.5271855,4.583398362,4.57E-06,1.94E-05,2.416301155,5.338006843
ENSG00000229391,410.2135079,-1.898669268,0.199170798,-9.532869733,1.53E-21,3.22E-20,1.898669268,-3.728691062
ENSG00000229644,722.6770589,5.28575488,0.219322123,24.1004182,2.47E-128,1.65E-125,5.28575488,39.00953457
ENSG00000229931,6.937981779,3.033254336,0.69604739,4.357827325,1.31E-05,5.19E-05,3.033254336,8.186542855
